pid	title	journal	year	x	y	citation_count	size
38007770	The Effect of Oxaliplatin on the Immunogenic Cell Death and Cell Apoptosis of Human Merkel Cell Cancerous Tumor.	Studies in health technology and informatics	2023	47.79019026135564	49.67353941257475	0	0.0
38007240	CDK5 destabilizes PD-L1 via chaperon-mediated autophagy to control cancer immune surveillance in hepatocellular carcinoma.	Journal for immunotherapy of cancer	2023	-20.721523404911903	39.14036788284117	0	0.0
38002057	Intercellular Molecular Crosstalk Networks within Invasive and Immunosuppressive Tumor Microenvironment Subtypes Associated with Clinical Outcomes in Four Cancer Types.	Biomedicines	2023	-1.0964143508314717	34.570533189975166	0	0.0
38001973	Prior Anti-Angiogenic TKI-Based Treatment as Potential Predisposing Factor to Nivolumab-Mediated Recurrent Thyroid Disorder Adverse Events in mRCC Patients: A Case Series.	Biomedicines	2023	76.96939277045217	-17.327829270956276	0	0.0
38001604	A Comparison of the Antitumor Efficacy of Novel Multi-Specific Tribodies with Combinations of Approved Immunomodulatory Antibodies.	Cancers	2023	-17.8425347707444	-41.47649336765776	0	0.0
37997595	Understanding immune checkpoints and PD-1/PD-L1-mediated immune resistance towards tumour immunotherapy.	3 Biotech	2023	-41.08954503624337	-16.746829973896922	0	0.0
37997380	Checkpoint inhibitor associated autoimmune diabetes mellitus is characterised by C-peptide loss and pancreatic atrophy.	The Journal of clinical endocrinology and metabolism	2023	88.12084417609128	-12.697678443614908	0	0.0
37995002	Current state of the art: immunotherapy in esophageal cancer and gastroesophageal junction cancer.	Cancer immunology, immunotherapy : CII	2023	54.30341302179434	15.006612338675213	0	0.0
37994340	Enfortumab vedotin and pembrolizumab as monotherapies and combination treatment in locally advanced or metastatic urothelial carcinoma: A narrative review.	Current urology	2023	68.5159456213831	13.210187781470092	0	0.0
37993847	TH-302-loaded nanodrug reshapes the hypoxic tumour microenvironment and enhances PD-1 blockade efficacy in gastric cancer.	Journal of nanobiotechnology	2023	-7.268210786848524	-46.240756337254666	0	0.0
37993085	IRGM is a novel regulator of PD-L1 via promoting S6K1-mediated phosphorylation of YBX1 in hepatocellular carcinoma.	Cancer letters	2023	-19.732598923282488	40.27271615399876	0	0.0
37992445	Immunotherapy for colorectal cancer: Rational strategies and novel therapeutic progress.	International immunopharmacology	2023	35.8214795806993	19.303314751971897	0	0.0
37992168	ATM deficiency confers specific therapeutic vulnerabilities in bladder cancer.	Science advances	2023	6.90255708032128	57.1896148883218	0	0.0
37990855	Circulating CD8 lymphocytes predict response to atezolizumab-bevacizumab in hepatocellular carcinoma.	European journal of immunology	2023	15.228450645835032	-9.149847706995148	0	0.0
37990063	Cell fusion upregulates PD-L1 expression for evasion from immunosurveillance.	Cancer gene therapy	2023	-25.80845522666678	-2.984048662173833	0	0.0
37989364	Pembrolizumab monotherapy for non-small cell lung cancer (NSCLC): can patient stratification be improved in the UK Tayside population? A retrospective cohort study.	BMJ open	2023	49.287716269150216	-28.42729204879333	0	0.0
37984251	The role and mechanisms of PD-L1 in immune evasion during Talaromyces marneffei infection.	International immunopharmacology	2023	-68.92517297819096	9.065214867016834	0	0.0
37984107	Long-term survival of patients with advanced non-small cell lung cancer treated using immune checkpoint inhibitors.	Respiratory investigation	2023	36.82946468968667	-23.041892375253497	0	0.0
37982696	Establishment of CD8+ T Cell Thymic Central Tolerance to Tissue-Restricted Antigen Requires PD-1.	Journal of immunology (Baltimore, Md. : 1950)	2023	-58.826639308047085	-1.9710150296177091	0	0.0
37982288	Maprotiline Prompts an Antitumour Effect by Inhibiting PD-L1 Expression in Mice with Melanoma.	Current molecular pharmacology	2024	-23.085713959399392	-25.760772329143705	0	0.0
37978401	Immunological and senescence biomarker profiles in patients after spontaneous clearance of hepatitis C virus: gender implications for long-term health risk.	Immunity & ageing : I & A	2023	-13.764790616855564	42.41053911293152	0	0.0
37977237	Non-linear modifications enhance prediction of pathological response to pre-operative PD-1 blockade in lung cancer: A longitudinal hybrid radiological model.	Pharmacological research	2023	11.393031441259437	-11.677635064084733	0	0.0
37974395	Engineering high-affinity dual targeting cellular nanovesicles for optimised cancer immunotherapy.	Journal of extracellular vesicles	2023	-36.13454498246295	-56.47417542993095	0	0.0
37974194	Circulating memory PD-1+CD8+ T cells and PD-1+CD8+T/PD-1+CD4+T cell ratio predict response and outcome to immunotherapy in advanced gastric cancer patients.	Cancer cell international	2023	-6.465798787240674	1.840717639907841	0	0.0
37973660	Targeting alternative splicing as a new cancer immunotherapy-phosphorylation of serine arginine-rich splicing factor (SRSF1) by SR protein kinase 1 (SRPK1) regulates alternative splicing of PD1 to generate a soluble antagonistic isoform that prevents T cell exhaustion.	Cancer immunology, immunotherapy : CII	2023	-13.081255347128277	-5.3240216621924	0	0.0
37971722	Nivolumab for Patients With High-Risk Oral Leukoplakia: A Nonrandomized Controlled Trial.	JAMA oncology	2023	54.18681609117963	10.288499014255548	0	0.0
37971626	Unraveling the genetic associations between PD-1/PD-L1 and 13 circulating biomarkers linked to physiological and pathological processes.	Clinical & translational oncology : official publication of the Federation of Spanish Oncology Societies and of the National Cancer Institute of Mexico	2023	-61.55554325397717	15.012135896320093	0	0.0
37971453	Efficacy and Safety of PD-1/PD-L1 Inhibitor and Chemotherapy in Treatment of Advanced Small Cell Lung Cancer.	Alternative therapies in health and medicine	2023	46.57073629094219	-41.299390125022434	0	0.0
37970206	Understanding the feasibility of chemotherapeutic and immunotherapeutic targets against non-small cell lung cancers: an update of resistant responses and recent combinatorial therapies.	Exploration of targeted anti-tumor therapy	2023	37.18784289191783	-36.00567973675572	0	0.0
37969256	Efficacy and safety of anti-programmed cell death protein 1 antibody combination therapy in patients with advanced experienced epidermal growth factor receptor-tyrosine kinase inhibitor-resistant lung adenocarcinoma: a retrospective cohort study.	Journal of thoracic disease	2023	47.63292366383903	-20.84481412656378	0	0.0
37968806	Immunotherapy and lung cytopathology: Overview and possibilities.	Cytopathology : official journal of the British Society for Clinical Cytology	2023	18.085807063226493	-39.849835437555534	0	0.0
37968047	Programmed cell death ligand 1 (PD-L1) expression in non-small cell lung cancer: Findings from a tertiary care institute in western part of India.	The Indian journal of tuberculosis	2023	12.583120837433931	-30.974495129285344	0	0.0
37964265	Expression of PD-1/PD-L1 axis in mediastinal lymph nodes and lung tissue of human and experimental lung fibrosis indicates a potential therapeutic target for idiopathic pulmonary fibrosis.	Respiratory research	2023	7.578549976062079	-24.895890400902207	0	0.0
37963566	The antipsychotic drug penfluridol inhibits N-linked glycoprotein processing and enhances T-cell-mediated tumor immunity.	Molecular cancer therapeutics	2023	-34.70616883017156	-32.759377974282394	0	0.0
37961361	In vivo quantification of programmed death-ligand-1 expression heterogeneity in tumors using fluorescence lifetime imaging.	Research square	2023	4.701630248280294	-53.830512083025205	0	0.0
37958404	CD47: The Next Frontier in Immune Checkpoint Blockade for Non-Small Cell Lung Cancer.	Cancers	2023	31.961920309334683	-28.77541845751391	0	0.0
37955535	Status of PD-1 and PD-L1 expression in invasive urothelial carcinoma of the bladder with mismatch repair protein deficiency.	Polish journal of pathology : official journal of the Polish Society of Pathologists	2023	12.799778567935606	59.09034829349504	0	0.0
37952972	Gene expression profiles associated with early relapse during first remission induction in canine multicentric high-grade B-cell lymphoma.	The Journal of veterinary medical science	2023	-26.88090256255091	30.73541584397953	0	0.0
37952913	New developments and standard of care in the management of advanced gastric cancer.	Clinics and research in hepatology and gastroenterology	2023	46.43633872919644	16.10320333044208	0	0.0
37946873	Pretreatment albumin is a prognostic and predictive biomarker for response to atezolizumab across solid tumors.	Clinical & translational immunology	2023	30.431079810211106	-43.40767203573459	0	0.0
37945764	Progress in systemic therapy for advanced-stage urothelial carcinoma.	Nature reviews. Clinical oncology	2023	69.54288396772098	17.573546250692786	0	0.0
37943489	Safflower Yellow Inhibits Progression of Hepatocellular Carcinoma by Modulating Immunological Tolerance via FAK Pathway.	Chinese journal of integrative medicine	2023	-17.6442899657904	-33.781284257776335	0	0.0
37942799	Systematic characterization of m6A proteomics across 12 cancer types: a multi-omics integration study.	Molecular omics	2023	-7.742454100421252	56.25089092776762	0	0.0
37941549	Acute low back pain as infusion-related reaction to monoclonal antibodies.	Frontiers in oncology	2023	70.70220466353382	-17.35474936094667	0	0.0
37939766	Recent progress, perspectives, and issues of engineered PD-L1 regulation nano-system to better cure tumor: A review.	International journal of biological macromolecules	2023	-32.47703251865209	-50.59940190227786	0	0.0
37939515	The blockage signal for PD-L1/CD274 gene variants and their potential impact on lung carcinoma susceptibility.	International immunopharmacology	2023	5.79507980354767	-14.34074207321581	0	0.0
37936161	Mechanisms and biomarkers of immune-related adverse events in gastric cancer.	European journal of medical research	2023	77.25365628203825	-10.593578259379694	0	0.0
37934397	Pulmonary Toxicity Associated with Immune Checkpoint Inhibitors-Based Therapy: Current Perspectives and Future Directions.	Drug safety	2023	69.35109645037366	-9.002904875812977	0	0.0
37933048	Expression of PD-1/PD-L1 in peripheral blood and tumor tissues of patients with classical Hodgkin's lymphoma.	Medicine	2023	-31.387824299102647	22.947846406572427	0	0.0
37932810	Immune checkpoint analysis in ear cancer.	Head & face medicine	2023	-4.297047351021517	-13.733709441080762	0	0.0
37931332	Pathogenicity of functionally activated PD-1+CD8+ cells and counterattacks by muscular PD-L1 through IFNγ in myositis.	Journal of autoimmunity	2023	-70.18089163265911	12.827311404963686	0	0.0
37930659	PDL1 and molecular biomarkers expression in non-small cell lung cancer in Tunisian patients.	Monaldi archives for chest disease = Archivio Monaldi per le malattie del torace	2023	10.130031954998254	-31.00528717054397	0	0.0
37929188	The GSH responsive indocyanine green loaded PD-1 inhibitory polypeptide AUNP12 modified MOF nanoparticles for photothermal and immunotherapy of melanoma.	Frontiers in bioengineering and biotechnology	2023	-31.14675938487152	-54.39152872321558	0	0.0
37926852	Neoadjuvant PD-1/PD-L1 combined with CTLA-4 inhibitors for solid malignancies: a systematic review and meta-analysis.	World journal of surgical oncology	2023	50.27125648455405	-10.65758200072955	0	0.0
37926648	Relationships between intravoxel incoherent motion parameters and expressions of programmed cell death-1 (PD-1) and programmed cell death ligand-1 (PD-L1) in patients with cervical cancer.	Clinical radiology	2023	15.035625886069756	-53.60101055111395	0	0.0
37926435	TIM-3 expression induces resistance to PD-1 inhibitor in G-CSF-producing lung spindle cell carcinoma: A case report.	Thoracic cancer	2023	4.898858453029674	-25.66222620043111	0	0.0
37925511	Novel PD-L1- and collagen-expressing patient-derived cell line of undifferentiated pleomorphic sarcoma (JBT19) as a model for cancer immunotherapy.	Scientific reports	2023	9.77388009389305	15.785725059256462	0	0.0
37924153	The prognostic value of a combined immune score in tumor and immune cells assessed by immunohistochemistry in triple-negative breast cancer.	Breast cancer research : BCR	2023	1.304916484406161	44.71292199012992	0	0.0
37923822	In vitro modelling of local gene therapy with IL-15/IL-15Rα and a PD-L1 antagonist in melanoma reveals an interplay between NK cells and CD4+ T cells.	Scientific reports	2023	-27.125456504329463	-1.1538911575577555	0	0.0
37920474	Comprehensive immune profiling reveals that Orbivirus infection activates immune checkpoints during acute T cell immunosuppression.	Frontiers in immunology	2023	-79.22861356772384	4.346113080937921	0	0.0
37914685	A2AR eGFP reporter mouse enables elucidation of A2AR expression dynamics during anti-tumor immune responses.	Nature communications	2023	-5.037802283636306	-49.22377553410807	0	0.0
37913682	Tumour-agnostic plasma assay for circulating tumour DNA predicts outcome in recurrent and/or metastatic squamous cell carcinoma of the head and neck treated with a PD-1 inhibitor.	European journal of cancer (Oxford, England : 1990)	2023	24.81029346783913	-12.33730655124462	0	0.0
37909316	Radix Bupleuri-Radix Paeoniae Alba Inhibits the Development of Hepatocellular Carcinoma through Activation of the PTEN/PD-L1 Axis within the Immune Microenvironment.	Nutrition and cancer	2023	-18.84122330176408	-35.08774372424397	0	0.0
37908728	Nanobody-mediated SPECT/CT imaging reveals the spatiotemporal expression of programmed death-ligand 1 in response to a CD8+ T cell and iNKT cell activating mRNA vaccine.	Theranostics	2023	5.147956944975743	-54.42623381886904	0	0.0
37908246	Hypothyroidism After Use of Immune Checkpoint Inhibitor Therapy in Patient With Graves' Disease: Cure?	JCEM case reports	2023	80.23251747081234	-15.7825168837413	0	0.0
37905387	The programed death-1/programed death ligand-1 axis and its potential as a therapeutic target for virus-associated tumours.	Reviews in medical virology	2023	-50.43230067474163	-18.493495735153484	0	0.0
37904615	PD-1 expression on tumour-infiltrating cells is a prognostic factor for relapsed or refractory diffuse large B-cell lymphoma.	Immunology	2023	-33.59905181421168	26.89799138762443	0	0.0
37902625	Site-Selective Functionalized PD-1 Mutant for a Modular Immunological Activity against Cancer Cells.	Biomacromolecules	2023	-43.32673853454399	-34.173427267704525	0	0.0
37901220	Single-cell mass cytometric analysis of peripheral immunity and multiplex plasma marker profiling of non-small cell lung cancer patients receiving PD-1 targeting immune checkpoint inhibitors in comparison with platinum-based chemotherapy.	Frontiers in immunology	2023	25.41410929988734	-30.364937082717848	0	0.0
37901032	Hyperprogression after anti-programmed death-1 therapy in a patient with urothelial bladder carcinoma: A case report.	World journal of clinical cases	2023	62.92619351953532	17.89395413803609	0	0.0
37900166	Case report: Remarkable response to sintilimab, lenvatinib, and nab-paclitaxel in postoperative metastatic chemotherapy-resistant combined hepatocellular-cholangiocarcinoma.	Frontiers in pharmacology	2023	55.63602877738078	21.585816274049	0	0.0
37897562	Metabolic interventions combined with CTLA-4 and PD-1/PD-L1 blockade for the treatment of tumors: mechanisms and strategies.	Frontiers of medicine	2023	28.73209262083213	14.876916948553534	0	0.0
37895958	Development and Preclinical Evaluation of [68Ga]BMSH as a New Potent Positron Emission Tomography Tracer for Imaging Programmed Death-Ligand 1 Expression.	Pharmaceuticals (Basel, Switzerland)	2023	5.250568689111519	-56.70535608133099	0	0.0
37894913	Expression of PD-1 and PD-L1 in Endometrial Cancer: Molecular and Clinical Significance.	International journal of molecular sciences	2023	-18.44653162404641	8.574044661166399	0	0.0
37894449	Ultra-Hypofractionated Re-Irradiation with Anti-PD-1 Immunotherapy for Locoregionally Recurrent (after Radical Chemo-Radiotherapy) Non-Small Cell Lung Cancer.	Cancers	2023	29.669040669558264	23.7319100777672	0	0.0
37894448	Immunogenic Biomarkers HMGB1 and sRAGE Are Potential Diagnostic Tools for Ovarian Malignancies.	Cancers	2023	-19.93034247244689	14.845808966110177	0	0.0
37894298	Immunotherapy Enhancement by Targeting Extracellular Tumor pH in Triple-Negative Breast Cancer Mouse Model.	Cancers	2023	-31.96061015806709	-42.95190084362908	0	0.0
37889617	Prediction of Prognosis and Immunotherapy Response with a Novel Natural Killer Cell Marker Genes Signature in Osteosarcoma.	Cancer biotherapy & radiopharmaceuticals	2023	-0.011881766739414	49.38681696599859	0	0.0
37889392	Clinical and molecular impact of concurrent thyroid autoimmune disease and thyroid cancer: From the bench to bedside.	Reviews in endocrine & metabolic disorders	2023	-62.07450741426102	10.850706269750102	0	0.0
37887902	Engineering Cell-Derived Nanovesicles for Targeted Immunomodulation.	Nanomaterials (Basel, Switzerland)	2023	-37.696382346581466	-58.71268643051006	0	0.0
37887283	Intratumoral Administration of High-Concentration Nitric Oxide and Anti-mPD-1 Treatment Improves Tumor Regression Rates and Survival in CT26 Tumor-Bearing Mice.	Cells	2023	32.09908767260792	-14.537567747924548	0	0.0
37886174	2-Year survival benefit from immunotherapy for squamous cell cancer with cancer of unknown primary in mediastinum: a case report.	Frontiers in oncology	2023	-4.331104286967734	-11.768094879747528	0	0.0
37885893	Case Report: Overcoming challenges in pancreatic cancer with liver metastases: a personalized therapeutic odyssey of TACE, ablation, and immunotherapy.	Frontiers in immunology	2023	-10.95095231974526	64.45742938273816	0	0.0
37885460	Efficacy and safety of first-line PD-1/PD-L1 inhibitor combinations for extensive-stage small-cell lung cancer: a Bayesian network meta-analysis.	Therapeutic advances in medical oncology	2023	47.635507446662615	-40.12322665585938	0	0.0
37884996	Canine diffuse large b-cell lymphoma downregulates the activity of CD8 + T-cells through tumor-derived extracellular vesicles.	Cancer cell international	2023	-39.839869824475706	-58.9350510214575	0	0.0
37881432	The nexus of dynamic T cell states and immune checkpoint blockade therapy in the periphery and tumor microenvironment.	Frontiers in immunology	2023	12.66792917029982	14.490236053670042	0	0.0
37881181	Musculoskeletal adverse events induced by immune checkpoint inhibitors: a large-scale pharmacovigilance study.	Frontiers in pharmacology	2023	84.95403779918688	-2.18691609652875	0	0.0
37880184	PD-1-expressing macrophages and CD8 T cells are independent predictors of clinical benefit from PD-1 inhibition in advanced mesothelioma.	Journal for immunotherapy of cancer	2023	6.5601539415785135	11.683561002003332	0	0.0
